step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
10,CASH_OUT,466088.82,C1391791514,20332.0,0.0,C815090210,5010.0,1388032.73,0,0
10,CASH_OUT,204245.95,C454335748,119419.0,0.0,C1698561761,9740706.84,1.006656248E7,0,0
10,CASH_OUT,258232.04,C850646525,35862.0,0.0,C1580837306,0.0,258232.04,0,0
10,CASH_IN,129241.5,C105896899,125239.0,254480.5,C1651379334,1022113.3,892871.8,0,0
10,PAYMENT,15523.17,C2083295053,710091.0,694567.83,M1139786097,0.0,0.0,0,0
10,PAYMENT,2928.48,C1876945100,116490.71,113562.23,M397850423,0.0,0.0,0,0
10,CASH_OUT,402609.36,C267916395,113562.23,0.0,C1361864867,611556.96,690045.74,0,0
10,CASH_OUT,276263.99,C841066668,136955.0,0.0,C803628420,0.0,380686.91,0,0
10,PAYMENT,4756.74,C573091756,382684.58,377927.84,M371665,0.0,0.0,0,0
10,CASH_OUT,501037.89,C1326562550,377927.84,0.0,C1395746279,1907636.25,2106428.59,0,0
10,CASH_OUT,227608.51,C1892292976,22558.0,0.0,C822503864,0.0,187027.82,0,0
10,CASH_OUT,294327.22,C402169098,1912963.31,1618636.1,C84388911,0.0,247819.5,0,0
10,PAYMENT,15761.96,C982447879,1618636.1,1602874.13,M2025462444,0.0,0.0,0,0
10,PAYMENT,25559.61,C1478200658,1602874.13,1577314.52,M190335894,0.0,0.0,0,0
10,CASH_IN,140440.4,C1185129269,1018129.41,1158569.8,C2110180989,0.0,301183.91,0,0
10,CASH_OUT,168753.65,C1852096055,1158569.8,989816.15,C1177023020,779179.54,946953.27,0,0
10,CASH_OUT,330394.15,C1779552180,3879.0,0.0,C2002555702,0.0,870278.82,0,0
10,CASH_IN,272554.05,C593243547,10765.0,283319.05,C1269483996,661220.63,164693.72,0,0
10,PAYMENT,225.65,C2025687246,283319.05,283093.39,M870515944,0.0,0.0,0,0
10,PAYMENT,1943.71,C1475019087,283093.39,281149.69,M362401500,0.0,0.0,0,0
10,CASH_OUT,269043.77,C24563545,1050.0,0.0,C1470629039,0.0,589369.07,0,0
10,CASH_OUT,216537.9,C714690523,16142.0,0.0,C1645430391,264358.68,480896.58,0,0
10,CASH_IN,48475.61,C628609726,5461.0,53936.61,C634490530,0.0,0.0,0,0
10,PAYMENT,20939.67,C2118326242,321.0,0.0,M1240990580,0.0,0.0,0,0
10,CASH_OUT,485537.57,C704608775,91834.0,0.0,C14440699,1.168618152E7,1.264938922E7,0,0
10,PAYMENT,15020.04,C847687588,60178.0,45157.96,M1419530769,0.0,0.0,0,0
10,PAYMENT,6244.84,C1576405077,95417.67,89172.83,M260796078,0.0,0.0,0,0
10,PAYMENT,30629.83,C142023540,89172.83,58543.0,M1045286065,0.0,0.0,0,0
10,CASH_OUT,318144.67,C1393876877,160697.39,0.0,C2111057675,31554.0,655616.02,0,0
10,PAYMENT,6393.1,C129901919,0.0,0.0,M933372519,0.0,0.0,0,0
10,CASH_OUT,90353.73,C1742358630,392293.3,301939.57,C358978572,118238.69,485869.17,0,0
10,CASH_OUT,212152.57,C306650023,301939.57,89787.0,C1250129401,362739.95,574892.52,0,0
10,CASH_IN,269419.39,C1688555629,158060.56,427479.95,C1808343838,45340.73,0.0,0,0
10,CASH_OUT,550041.07,C1110636420,427479.95,0.0,C915177394,678468.17,609224.11,0,0
10,CASH_OUT,540624.63,C1998462684,3492.47,0.0,C520452982,52414.0,840728.87,0,0
10,PAYMENT,1721.89,C1571731899,0.0,0.0,M331791451,0.0,0.0,0,0
10,CASH_OUT,248659.35,C1184757616,36678.64,0.0,C2054885284,0.0,2519867.57,0,0
10,PAYMENT,2106.12,C1098049921,0.0,0.0,M1773790069,0.0,0.0,0,0
10,PAYMENT,39296.69,C1329315453,0.0,0.0,M1723131549,0.0,0.0,0,0
10,PAYMENT,9782.52,C811345195,300674.0,290891.48,M383306270,0.0,0.0,0,0
10,PAYMENT,4842.55,C75650798,144591.0,139748.45,M1162070253,0.0,0.0,0,0
10,CASH_OUT,37965.08,C350738451,39677.0,1711.92,C60097336,42833.0,0.0,0,0
10,CASH_IN,127696.1,C1153394859,24783.0,152479.1,C1827996167,1840519.72,2453237.6,0,0
10,CASH_OUT,495154.57,C1377592308,408997.0,0.0,C550184559,0.0,579928.18,0,0
10,PAYMENT,5976.41,C163827194,21121.0,15144.59,M600750993,0.0,0.0,0,0
10,PAYMENT,2716.5,C470508915,40114.0,37397.5,M767145669,0.0,0.0,0,0
10,PAYMENT,28782.0,C981598869,27981.0,0.0,M1816540263,0.0,0.0,0,0
10,PAYMENT,7011.44,C732030049,0.0,0.0,M1263427662,0.0,0.0,0,0
10,TRANSFER,495728.62,C1634882840,92118.36,0.0,C1581067516,1310471.94,1806200.56,0,0
10,PAYMENT,1429.6,C1019912285,0.0,0.0,M418175305,0.0,0.0,0,0
10,PAYMENT,38468.35,C546866698,0.0,0.0,M1395772820,0.0,0.0,0,0
10,PAYMENT,60943.93,C974145511,0.0,0.0,M1145628541,0.0,0.0,0,0
10,PAYMENT,17714.18,C537166120,0.0,0.0,M2105849297,0.0,0.0,0,0
10,PAYMENT,10533.93,C1167325945,0.0,0.0,M1180933689,0.0,0.0,0,0
10,PAYMENT,14903.63,C1114266140,0.0,0.0,M446186941,0.0,0.0,0,0
10,PAYMENT,17129.43,C1082531877,0.0,0.0,M441384026,0.0,0.0,0,0
10,PAYMENT,10712.52,C182775733,0.0,0.0,M1376380665,0.0,0.0,0,0
10,PAYMENT,14544.64,C595555221,0.0,0.0,M1312749452,0.0,0.0,0,0
10,PAYMENT,5264.62,C1661612217,0.0,0.0,M2125016079,0.0,0.0,0,0
10,PAYMENT,1940.41,C647105428,0.0,0.0,M522787421,0.0,0.0,0,0
10,TRANSFER,1915627.71,C764702457,0.0,0.0,C1760015913,7803597.38,1.203254145E7,0,0
10,PAYMENT,18412.02,C451606032,0.0,0.0,M747798642,0.0,0.0,0,0
10,CASH_OUT,448470.93,C2067696719,30720.0,0.0,C946646917,0.0,885014.57,0,0
10,CASH_OUT,22564.13,C1968424567,5886.0,0.0,C695189508,10303.0,0.0,0,0
10,PAYMENT,9853.28,C952431803,125565.0,115711.72,M15561409,0.0,0.0,0,0
10,PAYMENT,4127.03,C255773287,45937.0,41809.97,M1681249673,0.0,0.0,0,0
10,CASH_OUT,78156.83,C2068550808,348198.59,270041.76,C116956744,4236748.77,4027586.07,0,0
10,PAYMENT,6738.39,C282827338,270041.76,263303.37,M1766791108,0.0,0.0,0,0
10,PAYMENT,2940.12,C589045497,6086.0,3145.88,M81047894,0.0,0.0,0,0
10,PAYMENT,19183.16,C1217487436,797919.0,778735.84,M1500626349,0.0,0.0,0,0
10,CASH_OUT,485548.74,C450468780,125549.56,0.0,C1435537029,39906.0,0.0,0,0
10,CASH_OUT,120640.25,C1000789920,0.0,0.0,C900505277,137697.93,1000821.85,0,0
10,PAYMENT,5756.24,C2019967386,744049.01,738292.76,M749606894,0.0,0.0,0,0
10,PAYMENT,13688.69,C2063400236,738292.76,724604.07,M2003447300,0.0,0.0,0,0
10,PAYMENT,3087.59,C1036704738,724604.07,721516.48,M1627896530,0.0,0.0,0,0
10,PAYMENT,3434.69,C2081373763,664281.0,660846.31,M1513301448,0.0,0.0,0,0
10,PAYMENT,14348.7,C835580071,242741.8,228393.1,M1832918374,0.0,0.0,0,0
10,PAYMENT,2403.43,C1756945323,228393.1,225989.67,M728153617,0.0,0.0,0,0
10,PAYMENT,1616.72,C1978678034,225989.67,224372.95,M414622695,0.0,0.0,0,0
10,PAYMENT,22465.93,C922568409,224372.95,201907.02,M678813729,0.0,0.0,0,0
10,PAYMENT,16470.73,C1546217110,201907.02,185436.29,M1898798959,0.0,0.0,0,0
10,PAYMENT,27212.6,C758776861,185436.29,158223.69,M717856115,0.0,0.0,0,0
10,PAYMENT,12210.58,C1036206954,158223.69,146013.1,M646882714,0.0,0.0,0,0
10,PAYMENT,7000.07,C1533630394,146013.1,139013.04,M1034775457,0.0,0.0,0,0
10,PAYMENT,6762.66,C450013037,139013.04,132250.38,M1227056088,0.0,0.0,0,0
10,PAYMENT,13903.36,C1483090369,132250.38,118347.02,M247509263,0.0,0.0,0,0
10,PAYMENT,1654.86,C19306101,118347.02,116692.16,M1405683754,0.0,0.0,0,0
10,PAYMENT,26395.63,C981998515,116692.16,90296.53,M835423524,0.0,0.0,0,0
10,PAYMENT,4563.12,C74133590,90296.53,85733.41,M528019625,0.0,0.0,0,0
10,PAYMENT,14028.48,C1708598646,85733.41,71704.93,M144193093,0.0,0.0,0,0
10,PAYMENT,14005.22,C1437359744,71704.93,57699.71,M227082532,0.0,0.0,0,0
10,PAYMENT,7209.81,C1361668470,513.0,0.0,M415913736,0.0,0.0,0,0
10,CASH_OUT,225493.16,C790971087,1221.0,0.0,C1191364717,231171.0,917899.44,0,0
10,PAYMENT,2145.36,C1793123886,400076.32,397930.96,M1889030365,0.0,0.0,0,0
10,PAYMENT,20694.08,C975190993,397930.96,377236.88,M1058415968,0.0,0.0,0,0
10,PAYMENT,10170.3,C1386902842,2510.0,0.0,M1611057418,0.0,0.0,0,0
10,PAYMENT,20960.89,C1531152488,0.0,0.0,M1433439045,0.0,0.0,0,0
10,PAYMENT,8546.03,C1425160052,0.0,0.0,M48949881,0.0,0.0,0,0
10,CASH_IN,247942.64,C1160585860,39647.0,287589.64,C286244216,2942314.2,2584799.98,0,0
10,TRANSFER,2864086.12,C341226439,50579.0,0.0,C787839563,907116.97,3604117.56,0,0
10,CASH_OUT,379610.41,C1373274030,20583.0,0.0,C347328787,17817.44,526781.46,0,0
10,CASH_OUT,229959.54,C70708942,6036.0,0.0,C664905020,648906.92,621455.02,0,0
10,PAYMENT,13327.27,C681825742,12060.0,0.0,M155878294,0.0,0.0,0,0
10,PAYMENT,12987.32,C200260126,13151.0,163.68,M941385011,0.0,0.0,0,0
10,PAYMENT,17650.93,C245881435,163.68,0.0,M1395441194,0.0,0.0,0,0
10,CASH_IN,68367.25,C627429659,106469.0,174836.25,C2099617060,787680.62,719313.37,0,0
10,PAYMENT,10345.29,C2114653561,174836.25,164490.96,M1313760737,0.0,0.0,0,0
10,CASH_OUT,56644.71,C2015711212,471854.0,415209.29,C619111314,466151.33,950822.34,0,0
10,CASH_OUT,377810.24,C1933812986,154478.0,0.0,C1251686742,3130254.38,7473247.93,0,0
10,PAYMENT,31.49,C1434787630,232493.52,232462.03,M1750669586,0.0,0.0,0,0
10,PAYMENT,10228.81,C978416090,232462.03,222233.22,M1423668766,0.0,0.0,0,0
10,PAYMENT,22765.26,C702181316,222233.22,199467.96,M158036580,0.0,0.0,0,0
10,PAYMENT,17217.88,C948243762,199467.96,182250.08,M929163194,0.0,0.0,0,0
10,PAYMENT,13250.54,C1295981277,182250.08,168999.54,M529905996,0.0,0.0,0,0
10,PAYMENT,3417.71,C258591505,168999.54,165581.83,M932028785,0.0,0.0,0,0
10,PAYMENT,11696.54,C47295663,165581.83,153885.29,M809249376,0.0,0.0,0,0
10,PAYMENT,10246.37,C1900826165,153885.29,143638.92,M722534212,0.0,0.0,0,0
10,PAYMENT,17398.8,C606837341,143638.92,126240.13,M1964362642,0.0,0.0,0,0
10,PAYMENT,14887.94,C1723535075,126240.13,111352.19,M1258108847,0.0,0.0,0,0
10,PAYMENT,14364.84,C855418335,111352.19,96987.34,M1777250633,0.0,0.0,0,0
10,PAYMENT,2911.63,C1469867649,96987.34,94075.71,M1962898322,0.0,0.0,0,0
10,PAYMENT,872.76,C603644559,94075.71,93202.95,M1065515840,0.0,0.0,0,0
10,CASH_OUT,460386.69,C186563167,8018.0,0.0,C1191144101,11154.0,0.0,0,0
10,PAYMENT,4256.25,C74595149,5726.0,1469.75,M1885884374,0.0,0.0,0,0
10,CASH_IN,196492.61,C1545368288,838.0,197330.61,C612998678,2052.0,643316.62,0,0
10,PAYMENT,1906.56,C573499262,699648.35,697741.8,M923998245,0.0,0.0,0,0
10,PAYMENT,16375.0,C95938542,697741.8,681366.79,M973283018,0.0,0.0,0,0
10,CASH_OUT,112851.2,C1866669027,2922.0,0.0,C1289769077,64561.0,0.0,0,0
10,PAYMENT,17004.27,C1086256158,100531.0,83526.73,M2056053616,0.0,0.0,0,0
10,CASH_OUT,436281.27,C1482377125,30046.0,0.0,C837374298,30826.0,1091990.76,0,0
10,PAYMENT,12553.49,C800113486,12308.0,0.0,M404343970,0.0,0.0,0,0
10,PAYMENT,27228.4,C85146546,82787.0,55558.6,M125248218,0.0,0.0,0,0
10,CASH_OUT,444297.9,C787753929,18294.0,0.0,C24119573,0.0,444297.9,0,0
10,CASH_OUT,551991.14,C2019466857,29199.0,0.0,C1262869512,170081.97,754673.43,0,0
10,PAYMENT,6753.98,C1686959227,0.0,0.0,M1523805122,0.0,0.0,0,0
10,PAYMENT,3328.05,C1433839922,828.0,0.0,M1498929187,0.0,0.0,0,0
10,PAYMENT,1973.32,C1518059614,126432.33,124459.0,M456601000,0.0,0.0,0,0
10,TRANSFER,1148033.48,C2078812357,124459.0,0.0,C1871523645,1.461512542E7,1.576315889E7,0,0
10,TRANSFER,1002706.62,C471425371,0.0,0.0,C1365670477,1150269.09,2152975.71,0,0
10,PAYMENT,1491.27,C409222070,31782.0,30290.73,M983310207,0.0,0.0,0,0
10,CASH_IN,71759.86,C8959721,82310.26,154070.12,C1545485892,2135175.9,5023613.82,0,0
10,CASH_OUT,38678.75,C1472990234,154070.12,115391.37,C1593205631,183072.25,18384.89,0,0
10,CASH_OUT,172978.94,C1858872542,115391.37,0.0,C1784250848,414346.06,587325.0,0,0
10,CASH_OUT,92165.16,C879864223,0.0,0.0,C2035219029,1053051.15,1145216.3,0,0
10,CASH_OUT,300919.67,C1904967174,0.0,0.0,C772629104,497982.85,587179.95,0,0
10,CASH_OUT,313111.73,C1183842545,0.0,0.0,C942769706,648608.57,1359581.29,0,0
10,CASH_OUT,145282.29,C1232414249,0.0,0.0,C655391383,150348.72,295631.01,0,0
10,CASH_OUT,111398.22,C1886475209,0.0,0.0,C747979499,415182.13,518980.27,0,0
10,CASH_OUT,92458.7,C1512077455,0.0,0.0,C275925618,1576853.96,1498003.51,0,0
10,CASH_OUT,1511.76,C485588146,0.0,0.0,C515442419,429411.89,430923.65,0,0
10,CASH_OUT,133763.69,C2094351723,0.0,0.0,C1354774829,971693.97,1381487.7,0,0
10,CASH_OUT,43231.96,C104902179,0.0,0.0,C1896985362,2184589.94,2245703.33,0,0
10,CASH_OUT,32339.47,C1602050660,0.0,0.0,C1543735785,51410.0,0.0,0,0
10,CASH_OUT,210691.22,C1216260565,0.0,0.0,C1580549280,366689.49,152455.02,0,0
10,CASH_OUT,38345.81,C517358508,0.0,0.0,C790848185,2258387.77,2666992.44,0,0
10,CASH_OUT,211822.62,C493144035,0.0,0.0,C1410936008,1.325949E7,1.552367586E7,0,0
10,CASH_OUT,332473.48,C679411793,0.0,0.0,C256760964,1700558.84,2199802.71,0,0
10,CASH_OUT,3134.51,C368194698,0.0,0.0,C472135561,49715.0,27308.86,0,0
10,CASH_OUT,74654.32,C966119099,0.0,0.0,C731253803,1026023.47,1342761.53,0,0
10,CASH_OUT,424133.29,C41242037,0.0,0.0,C1785910017,1599876.04,2945657.18,0,0
10,CASH_OUT,229655.09,C1389930530,0.0,0.0,C1751073738,1.038698377E7,9812954.83,0,0
10,CASH_IN,351697.6,C1451921559,88009.0,439706.6,C1940154460,84595.0,0.0,0,0
10,CASH_OUT,65048.06,C1107127531,902017.0,836968.94,C1498293888,601158.31,666206.37,0,0
10,CASH_IN,331490.39,C1775077764,15508.0,346998.39,C203227078,22773.0,0.0,0,0
10,PAYMENT,18140.66,C2126755111,257322.0,239181.34,M2093980736,0.0,0.0,0,0
10,CASH_OUT,293887.19,C1451179270,61.0,0.0,C236980850,13352.0,307239.19,0,0
10,PAYMENT,1486.38,C1400578020,4034.0,2547.62,M812835361,0.0,0.0,0,0
10,PAYMENT,24598.54,C811550195,2547.62,0.0,M526895603,0.0,0.0,0,0
10,CASH_IN,243373.62,C350777796,9064.0,252437.62,C1813397950,1571494.77,1786525.25,0,0
10,CASH_OUT,265412.11,C866974354,716050.02,450637.91,C803330617,0.0,265412.11,0,0
10,DEBIT,1989.15,C2039894473,450637.91,448648.76,C1293789504,34658.0,36647.15,0,0
10,DEBIT,32797.1,C1486825305,448648.76,415851.66,C858196969,307252.19,582059.64,0,0
10,DEBIT,4035.55,C263068639,415851.66,411816.1,C189856885,283878.71,261301.81,0,0
10,DEBIT,4428.87,C1535248594,411816.1,407387.24,C65352921,182213.59,416035.73,0,0
10,DEBIT,7190.78,C273744498,407387.24,400196.46,C1349402229,342245.6,467700.45,0,0
10,DEBIT,3305.94,C827677390,400196.46,396890.52,C2021672269,5549.0,8854.94,0,0
10,DEBIT,4798.19,C1314574296,396890.52,392092.32,C1545523026,104717.89,109516.09,0,0
10,DEBIT,6746.16,C97884761,392092.32,385346.17,C601273889,1442434.83,1501249.72,0,0
10,DEBIT,1277.49,C495929859,385346.17,384068.68,C1520366382,1038356.61,1356443.29,0,0
10,DEBIT,3474.19,C110616662,384068.68,380594.49,C1945130697,11625.0,15099.19,0,0
10,DEBIT,971.71,C506190675,380594.49,379622.79,C1121863378,849293.49,1104868.39,0,0
10,DEBIT,2952.98,C931499421,379622.79,376669.8,C157627543,232960.81,529869.67,0,0
10,DEBIT,8253.42,C1346180668,376669.8,368416.39,C2059850642,11484.0,42617.85,0,0
10,DEBIT,2915.66,C1771161917,368416.39,365500.73,C875917495,6348816.46,6575759.01,0,0
10,PAYMENT,15002.22,C689989151,204081.0,189078.78,M844300227,0.0,0.0,0,0
10,PAYMENT,36549.01,C182879043,676.0,0.0,M1834580739,0.0,0.0,0,0
10,CASH_OUT,430678.23,C1206122537,280.0,0.0,C871894429,540704.09,762357.06,0,0
10,CASH_OUT,165962.57,C1659546609,31325.0,0.0,C1272982746,347793.51,424943.89,0,0
10,CASH_IN,433298.89,C1546174580,0.0,433298.89,C2070690775,39898.0,0.0,0,0
10,PAYMENT,5671.05,C2047814033,433298.89,427627.84,M586523721,0.0,0.0,0,0
10,TRANSFER,527381.52,C360134341,10557.0,0.0,C745656793,0.0,1658749.93,0,0
10,PAYMENT,15086.38,C256278399,0.0,0.0,M210148519,0.0,0.0,0,0
10,CASH_OUT,584127.72,C64927378,51713.0,0.0,C882629398,0.0,584127.72,0,0
10,CASH_OUT,188377.39,C800287026,462273.95,273896.55,C107109121,2333748.27,2522125.67,0,0
10,PAYMENT,25660.85,C322061884,273896.55,248235.7,M736727897,0.0,0.0,0,0
10,PAYMENT,18237.04,C1568004752,248235.7,229998.66,M1773912821,0.0,0.0,0,0
10,PAYMENT,1748.82,C1756985944,20014.0,18265.18,M263016269,0.0,0.0,0,0
10,CASH_OUT,501523.13,C2088740210,11982.0,0.0,C1172009958,116870.64,591590.83,0,0
10,CASH_OUT,376396.83,C1273265250,28852.0,0.0,C264862367,422948.65,582666.08,0,0
10,PAYMENT,16201.66,C1756148988,786410.22,770208.56,M228481411,0.0,0.0,0,0
10,CASH_OUT,267976.53,C214645111,770208.56,502232.03,C1473187638,4334240.11,4629895.29,0,0
10,CASH_OUT,163239.95,C1680102368,502232.03,338992.09,C1286783796,170192.81,0.0,0,0
10,PAYMENT,6779.43,C1772228812,10542.0,3762.57,M370085434,0.0,0.0,0,0
10,CASH_IN,477682.05,C1130011917,6141.0,483823.05,C723579517,0.0,0.0,0,0
10,CASH_OUT,320213.76,C86470101,871.0,0.0,C1566176438,173211.03,555682.98,0,0
10,CASH_OUT,36622.09,C2088384973,1610.0,0.0,C1606145069,1267068.07,1816751.51,0,0
10,PAYMENT,15960.78,C317363878,144818.0,128857.22,M89113347,0.0,0.0,0,0
10,CASH_IN,143645.36,C993550266,19992.0,163637.36,C1065016584,290485.7,27730.43,0,0
10,CASH_OUT,436975.56,C371305793,737.0,0.0,C422770108,1239257.69,2008698.15,0,0
10,CASH_OUT,158341.11,C1354258053,199846.0,41504.89,C690195469,0.0,41462.83,0,0
10,CASH_OUT,217134.77,C722780234,5650.0,0.0,C1792016053,0.0,217134.77,0,0
10,TRANSFER,702507.38,C1386778397,282.0,0.0,C772456947,42250.36,341187.39,0,0
10,CASH_IN,501705.94,C1241017260,42166.0,543871.94,C470510908,1254684.04,752978.09,0,0
10,CASH_OUT,172048.17,C1541804136,42273.0,0.0,C1842845809,0.0,724094.13,0,0
10,PAYMENT,19737.5,C1451072974,4085.0,0.0,M1086009467,0.0,0.0,0,0
10,PAYMENT,9868.87,C1251247819,51259.0,41390.13,M563788449,0.0,0.0,0,0
10,CASH_OUT,64832.41,C456376497,258283.11,193450.7,C111258334,0.0,1134750.27,0,0
10,TRANSFER,2312761.6,C34739012,193450.7,0.0,C441398584,6251716.45,1.024376796E7,0,0
10,CASH_IN,538202.09,C1818128147,0.0,538202.09,C1544256881,25246.0,0.0,0,0
10,PAYMENT,1935.4,C417697675,538202.09,536266.68,M492237422,0.0,0.0,0,0
10,PAYMENT,17027.88,C256662195,1637.0,0.0,M276138686,0.0,0.0,0,0
10,TRANSFER,3411017.38,C618186476,0.0,0.0,C59215997,3611549.5,7022566.88,0,0
10,PAYMENT,3862.86,C238519707,13406.0,9543.14,M1673781036,0.0,0.0,0,0
10,CASH_IN,91471.52,C1600096656,7019.0,98490.52,C842211275,120594.38,81076.66,0,0
10,PAYMENT,24685.9,C1028840241,98490.52,73804.62,M268147293,0.0,0.0,0,0
10,CASH_OUT,420010.36,C1924927025,9959.0,0.0,C1927581788,0.0,779005.45,0,0
10,CASH_OUT,358888.39,C1368132351,333887.74,0.0,C171294561,0.0,614445.4,0,0
10,CASH_OUT,75411.22,C2058143916,0.0,0.0,C198998678,6372938.31,6448349.54,0,0
10,CASH_OUT,28447.8,C701930710,20000.0,0.0,C1158705084,0.0,28447.8,0,0
10,CASH_OUT,176327.9,C990499419,9423.9,0.0,C591183428,1112216.44,1105748.42,0,0
10,CASH_OUT,132592.0,C174324791,0.0,0.0,C332097811,4057911.55,4067410.47,0,0
10,CASH_IN,118498.25,C378973311,109.0,118607.25,C302155142,1052072.41,1420455.67,0,0
10,CASH_IN,250720.65,C188457559,17411.0,268131.65,C237685833,66375.69,0.0,0,0
10,CASH_OUT,132677.95,C2127901281,11419.0,0.0,C1743677413,195519.72,360176.96,0,0
10,TRANSFER,194723.3,C1807940552,54540.0,0.0,C1929097404,586303.5,416449.4,0,0
10,TRANSFER,1435436.4,C1209288603,706.0,0.0,C733698212,14159.77,1449596.17,0,0
10,CASH_IN,285608.11,C518745556,98723.0,384331.11,C764276466,350315.27,64707.16,0,0
10,PAYMENT,5943.61,C1232736850,21724.0,15780.39,M899329038,0.0,0.0,0,0
10,PAYMENT,2283.57,C1607998905,8334.0,6050.43,M437804635,0.0,0.0,0,0
10,CASH_OUT,314723.71,C65615816,14972.0,0.0,C1560501002,126130.91,440854.62,0,0
10,PAYMENT,28311.33,C1676874087,215406.0,187094.67,M2086268277,0.0,0.0,0,0
10,TRANSFER,930323.55,C611028515,68109.0,0.0,C533002135,36669.0,590248.87,0,0
10,PAYMENT,41185.09,C1853274641,0.0,0.0,M360052369,0.0,0.0,0,0
10,CASH_OUT,272636.4,C653562639,10985.0,0.0,C358804045,2011148.89,1740349.06,0,0
10,CASH_IN,657.23,C1578507108,330.0,987.23,C98102770,0.0,136064.22,0,0
10,PAYMENT,12049.01,C99325061,29227.0,17177.99,M1058028503,0.0,0.0,0,0
10,TRANSFER,1411294.13,C1040100305,17161.0,0.0,C2020576466,521913.04,4324235.06,0,0
10,PAYMENT,3324.85,C1398626865,20585.0,17260.15,M181117795,0.0,0.0,0,0
10,PAYMENT,11062.64,C876347246,47099.0,36036.36,M2085841435,0.0,0.0,0,0
10,PAYMENT,5356.28,C1164327794,92.0,0.0,M308365318,0.0,0.0,0,0
10,CASH_OUT,339996.38,C2043282859,6580.0,0.0,C980070513,802614.81,1012557.8,0,0
10,CASH_IN,422218.51,C506379067,5463.0,427681.51,C882727762,0.0,228341.11,0,0
10,CASH_OUT,412925.21,C1785183783,127.0,0.0,C1469682037,1075669.4,1418194.02,0,0
10,CASH_OUT,269066.67,C1918822933,579696.0,310629.33,C1514541840,50559.0,264514.41,0,0
10,PAYMENT,1745.73,C1536188072,82773.0,81027.27,M814530946,0.0,0.0,0,0
10,CASH_OUT,140087.7,C1733150514,18628.0,0.0,C155237847,776372.07,1963979.28,0,0
10,CASH_OUT,431773.31,C1657182092,526.0,0.0,C1248272338,90584.0,774143.86,0,0
10,CASH_OUT,197917.47,C997908578,0.0,0.0,C2040888281,452505.0,0.0,0,0
10,CASH_OUT,60726.25,C1831642718,0.0,0.0,C1204941137,75644.0,116926.97,0,0
10,TRANSFER,1632536.69,C1691453598,1641994.3,9457.61,C1741320678,57002.07,449019.06,0,0
10,TRANSFER,909260.52,C855447935,9457.61,0.0,C1424082571,3505460.54,5638283.68,0,0
10,TRANSFER,933364.44,C1592297138,0.0,0.0,C1954957032,3099680.05,4033044.48,0,0
10,CASH_IN,280922.04,C1459541351,453856.37,734778.42,C814270414,133062.12,0.0,0,0
10,CASH_OUT,78174.41,C1040392798,734778.42,656604.01,C1264088262,400497.7,589948.78,0,0
10,CASH_IN,247992.65,C1685053952,24635.83,272628.48,C1655743612,63457.7,0.0,0,0
10,PAYMENT,36988.92,C2116564265,272628.48,235639.57,M1583186534,0.0,0.0,0,0
10,CASH_OUT,417084.83,C2045463073,116744.0,0.0,C1496254520,406683.6,2039502.72,0,0
10,CASH_OUT,499853.2,C1645201662,20993.0,0.0,C1045308594,2776272.89,3474857.35,0,0
10,CASH_OUT,502297.19,C1571895531,1195458.06,693160.86,C805348136,669802.66,1420593.49,0,0
10,PAYMENT,19583.43,C1867370377,693160.86,673577.43,M1280584195,0.0,0.0,0,0
10,PAYMENT,20820.69,C1342198607,673577.43,652756.74,M77746116,0.0,0.0,0,0
10,PAYMENT,4550.53,C85125470,10837.0,6286.47,M1761337293,0.0,0.0,0,0
10,CASH_OUT,358654.2,C976450486,26241.0,0.0,C432151977,8741.0,982081.78,0,0
10,CASH_OUT,41788.7,C746182491,5881.0,0.0,C1718536311,98850.0,248591.72,0,0
10,PAYMENT,4060.62,C1051956115,99947.0,95886.38,M142620223,0.0,0.0,0,0
10,PAYMENT,10758.03,C688867930,271033.0,260274.97,M1261343535,0.0,0.0,0,0
10,CASH_IN,116553.79,C1763950290,95292.0,211845.79,C101264220,0.0,0.0,0,0
10,PAYMENT,13946.25,C1620790279,32414.0,18467.75,M857053140,0.0,0.0,0,0
10,PAYMENT,29553.26,C211668338,61037.0,31483.74,M2017212189,0.0,0.0,0,0
10,TRANSFER,120145.29,C1123923817,168669.1,48523.81,C1488930250,0.0,120145.29,0,0
10,CASH_OUT,250064.28,C1573462997,48523.81,0.0,C1622613255,1920304.79,2319078.47,0,0
10,CASH_OUT,80987.38,C1071485763,4637.0,0.0,C1062714827,23106.0,175935.83,0,0
10,CASH_OUT,180611.17,C650170234,19988.0,0.0,C68212550,24046.63,204657.8,0,0
10,PAYMENT,14673.36,C153707060,61047.0,46373.64,M493502287,0.0,0.0,0,0
10,CASH_IN,96602.0,C1325326378,11159.0,107761.0,C46223042,36271.0,0.0,0,0
10,PAYMENT,3375.38,C1860521360,560841.06,557465.68,M748661434,0.0,0.0,0,0
10,PAYMENT,1149.62,C1623418913,557465.68,556316.07,M1501899683,0.0,0.0,0,0
10,CASH_OUT,403381.08,C499676366,47266.0,0.0,C548005035,75424.82,0.0,0,0
10,CASH_OUT,145611.25,C1280559031,0.0,0.0,C61462541,1510693.29,1799524.73,0,0
